104.28.39.39,142.93.221.230,441,0.434312000
142.93.221.230,104.28.39.39,673,0.434695000
104.28.39.39,142.93.221.230,442,0.936788000
142.93.221.230,104.28.39.39,660,1.273668000
104.28.39.39,142.93.221.230,524,1.365399000
104.28.39.39,142.93.221.230,448,1.365850000
142.93.221.230,104.28.39.39,736,1.701680000
104.28.39.39,142.93.221.230,463,1.770996000
142.93.221.230,104.28.39.39,515,1.780172000
104.28.39.39,142.93.221.230,499,2.108913000
104.28.39.39,142.93.221.230,445,2.115986000
142.93.221.230,104.28.39.39,1036,2.117274000
104.28.39.39,142.93.221.230,458,2.126419000
142.93.221.230,104.28.39.39,1169,2.127168000
142.93.221.230,104.28.39.39,452,2.357303000
104.28.39.39,142.93.221.230,524,2.707947000
104.28.39.39,142.93.221.230,471,2.773136000
142.93.221.230,104.28.39.39,58,2.774389000
104.28.39.39,142.93.221.230,482,2.789076000
104.28.39.39,142.93.221.230,505,2.790336000
142.93.221.230,104.28.39.39,1419,2.791578000
104.28.39.39,142.93.221.230,472,2.792268000
142.93.221.230,104.28.39.39,1305,2.792893000
104.28.39.39,142.93.221.230,470,3.056441000
142.93.221.230,104.28.39.39,886,3.057113000
142.93.221.230,104.28.39.39,760,3.066114000
142.93.221.230,104.28.39.39,826,3.119175000
104.28.39.39,142.93.221.230,628,3.405047000
142.93.221.230,104.28.39.39,268,4.055486000
104.28.39.39,142.93.221.230,822,4.751284000
104.28.39.39,142.93.221.230,822,4.751735000
142.93.221.230,104.28.39.39,72,4.751914000
142.93.221.230,104.28.39.39,1263,4.752397000
104.28.39.39,142.93.221.230,813,4.752924000
142.93.221.230,104.28.39.39,880,4.753142000
104.28.39.39,142.93.221.230,818,4.757089000
142.93.221.230,104.28.39.39,1367,4.757880000
104.28.39.39,142.93.221.230,742,4.766612000
142.93.221.230,104.28.39.39,153,4.767970000
104.28.39.39,142.93.221.230,821,5.822782000
104.28.39.39,142.93.221.230,827,5.824461000
142.93.221.230,104.28.39.39,124,5.825540000
104.28.39.39,142.93.221.230,816,6.004177000
142.93.221.230,104.28.39.39,1232,6.472129000
142.93.221.230,104.28.39.39,666,6.651186000
104.28.39.37,142.93.221.230,441,31.460379000
142.93.221.230,104.28.39.37,673,31.461024000
104.28.39.37,142.93.221.230,442,31.813404000
142.93.221.230,104.28.39.37,1277,32.145670000
104.28.39.37,142.93.221.230,589,32.185182000
104.28.39.37,142.93.221.230,581,32.191022000
142.93.221.230,104.28.39.37,1446,32.195854000
142.93.221.230,104.28.39.37,1414,32.521169000
104.28.39.37,142.93.221.230,580,32.589616000
