172.225.170.111,142.93.221.230,453,10.653939000
142.93.221.230,172.225.170.111,685,10.654324000
172.225.170.111,142.93.221.230,454,10.988593000
142.93.221.230,172.225.170.111,776,11.252117000
172.225.170.111,142.93.221.230,460,11.303840000
172.225.170.111,142.93.221.230,536,11.303840000
172.225.170.111,142.93.221.230,475,11.538237000
142.93.221.230,172.225.170.111,919,11.545514000
142.93.221.230,172.225.170.111,996,11.580263000
172.225.170.111,142.93.221.230,457,11.816211000
142.93.221.230,172.225.170.111,1048,11.816975000
172.225.170.111,142.93.221.230,470,11.826656000
142.93.221.230,172.225.170.111,1181,11.827402000
172.225.170.111,142.93.221.230,511,11.827780000
142.93.221.230,172.225.170.111,488,12.081751000
172.225.170.111,142.93.221.230,536,12.422875000
172.225.170.111,142.93.221.230,483,12.497411000
142.93.221.230,172.225.170.111,990,12.498103000
172.225.170.111,142.93.221.230,517,12.515071000
172.225.170.111,142.93.221.230,494,12.515072000
142.93.221.230,172.225.170.111,693,12.515687000
142.93.221.230,172.225.170.111,1143,12.516564000
172.225.170.111,142.93.221.230,484,12.521309000
142.93.221.230,172.225.170.111,1132,12.603230000
172.225.170.111,142.93.221.230,482,12.695848000
142.93.221.230,172.225.170.111,370,12.696363000
142.93.221.230,172.225.170.111,310,12.775159000
172.225.170.111,142.93.221.230,639,12.970310000
142.93.221.230,172.225.170.111,1392,13.477898000
172.225.170.111,142.93.221.230,753,14.553756000
172.225.170.111,142.93.221.230,833,14.554125000
172.225.170.111,142.93.221.230,824,14.554255000
142.93.221.230,172.225.170.111,117,14.554339000
172.225.170.111,142.93.221.230,833,14.554709000
172.225.170.111,142.93.221.230,829,14.554746000
142.93.221.230,172.225.170.111,1148,14.555070000
142.93.221.230,172.225.170.111,891,14.555235000
142.93.221.230,172.225.170.111,844,14.555524000
142.93.221.230,172.225.170.111,467,14.812836000
172.225.170.111,142.93.221.230,827,16.349968000
142.93.221.230,172.225.170.111,94,17.110654000
172.225.170.108,142.93.221.230,453,41.771232000
142.93.221.230,172.225.170.108,685,41.771826000
172.225.170.108,142.93.221.230,454,42.226819000
142.93.221.230,172.225.170.108,281,42.486451000
172.225.170.108,142.93.221.230,593,42.760444000
172.225.170.108,142.93.221.230,601,42.763391000
142.93.221.230,172.225.170.108,1457,42.764377000
172.225.170.108,142.93.221.230,592,42.772745000
142.93.221.230,172.225.170.108,1471,42.773294000
142.93.221.230,172.225.170.108,803,43.025782000
172.225.170.108,142.93.221.230,595,43.274003000
142.93.221.230,172.225.170.108,1290,43.274788000
172.225.170.108,142.93.221.230,569,43.290954000
172.225.170.108,142.93.221.230,574,43.292521000
172.225.170.108,142.93.221.230,576,43.292939000
172.225.170.108,142.93.221.230,569,43.293029000
142.93.221.230,172.225.170.108,1217,43.294027000
142.93.221.230,172.225.170.108,637,43.294424000
142.93.221.230,172.225.170.108,136,43.294632000
142.93.221.230,172.225.170.108,1436,43.300224000
172.225.170.108,142.93.221.230,554,43.305592000
142.93.221.230,172.225.170.108,936,43.306252000
172.225.170.108,142.93.221.230,516,43.845101000
172.225.170.108,142.93.221.230,535,43.934383000
172.225.170.108,142.93.221.230,560,43.934697000
172.225.170.108,142.93.221.230,559,43.934790000
142.93.221.230,172.225.170.108,1367,43.935233000
142.93.221.230,172.225.170.108,1090,43.936647000
142.93.221.230,172.225.170.108,1301,43.937391000
172.225.170.108,142.93.221.230,558,43.949884000
142.93.221.230,172.225.170.108,76,43.950922000
172.225.170.108,142.93.221.230,527,43.951223000
142.93.221.230,172.225.170.108,656,43.952219000
142.93.221.230,172.225.170.108,919,44.104031000
172.225.170.108,142.93.221.230,557,44.470095000
142.93.221.230,172.225.170.108,1002,44.471162000
172.225.170.108,142.93.221.230,549,44.474083000
142.93.221.230,172.225.170.108,1202,44.474562000
172.225.170.108,142.93.221.230,515,44.475821000
142.93.221.230,172.225.170.108,1114,44.476181000
172.225.170.108,142.93.221.230,548,44.477131000
142.93.221.230,172.225.170.108,1397,44.477492000
172.225.170.108,142.93.221.230,549,44.477604000
172.225.170.108,142.93.221.230,552,44.477867000
142.93.221.230,172.225.170.108,1502,44.478203000
