source_ip,destination_ip,packet_size,time_diff
131.202.240.101,63.241.108.124,1916,0.0
131.202.240.101,198.54.12.96,407,0.0
63.241.108.124,131.202.240.101,496,0.0
131.202.240.101,63.241.108.124,1903,0.09106206893920898
131.202.240.101,173.193.244.61,1470,0.0
131.202.240.101,173.193.244.61,1600,0.0014300346374511719
198.54.12.96,131.202.240.101,1282,0.0
63.241.108.124,131.202.240.101,581,0.09151506423950195
173.193.244.61,131.202.240.101,445,0.0
173.193.244.61,131.202.240.101,445,0.0036890506744384766
131.202.240.101,63.241.108.124,1918,1.8041260242462158
63.241.108.124,131.202.240.101,496,1.8051059246063232
131.202.240.101,63.241.108.124,553,0.19887590408325195
63.241.108.124,131.202.240.101,496,0.19925403594970703
131.202.240.101,74.217.78.189,881,0.0
131.202.240.101,184.73.224.223,2652,0.0
131.202.240.101,74.217.78.189,792,0.0007810592651367188
131.202.240.101,198.54.12.96,2607,6.965209007263184
184.73.224.223,131.202.240.101,1190,0.0
74.217.78.189,131.202.240.101,528,0.0
131.202.240.101,74.217.78.194,660,0.0
74.217.78.189,131.202.240.101,439,0.0058557987213134766
131.202.240.101,74.217.78.194,571,0.00591588020324707
131.202.240.101,162.208.20.162,665,0.0
131.202.240.101,162.208.20.162,747,0.004910945892333984
74.217.78.194,131.202.240.101,2480,0.0
74.217.78.194,131.202.240.101,2375,0.007539987564086914
162.208.20.162,131.202.240.101,452,0.0
162.208.20.162,131.202.240.101,452,0.006916999816894531
198.54.12.96,131.202.240.101,892,7.418241024017334
131.202.240.101,54.172.88.236,633,0.0
131.202.240.101,74.217.63.13,676,0.0
131.202.240.101,74.217.63.16,640,0.0
54.172.88.236,131.202.240.101,1216,0.0
74.217.63.13,131.202.240.101,362,0.0
74.217.63.16,131.202.240.101,456,0.0
131.202.240.101,96.232.192.67,1331,0.0
131.202.240.101,54.175.54.201,783,0.0
131.202.240.101,54.165.106.53,519,0.0
131.202.240.101,54.175.54.201,788,0.0009179115295410156
131.202.240.101,54.175.54.201,846,0.00037407875061035156
131.202.240.101,54.85.169.171,846,0.0
131.202.240.101,23.195.195.120,1095,0.0
131.202.240.101,54.173.77.154,807,0.0
131.202.240.101,54.221.232.119,2143,0.0
131.202.240.101,54.219.155.251,645,0.0
96.232.192.67,131.202.240.101,181,0.0
131.202.240.101,198.54.12.96,1049,0.8488659858703613
23.195.195.120,131.202.240.101,300,0.0
131.202.240.101,199.38.164.40,1538,0.0
54.165.106.53,131.202.240.101,301,0.0
131.202.240.101,74.201.141.140,80,0.0
54.175.54.201,131.202.240.101,344,0.0
54.175.54.201,131.202.240.101,344,0.0021240711212158203
54.173.77.154,131.202.240.101,812,0.0
54.175.54.201,131.202.240.101,344,0.0017731189727783203
54.85.169.171,131.202.240.101,344,0.0
131.202.240.101,107.21.249.135,785,0.0
54.221.232.119,131.202.240.101,652,0.0
131.202.240.101,69.20.31.45,989,0.0
131.202.240.101,69.20.31.45,989,0.0006151199340820312
131.202.240.101,50.116.194.21,729,0.0
