source_ip,destination_ip,packet_size,time_diff
10.0.2.15,68.67.152.173,975,0.0
68.67.152.173,10.0.2.15,864,0.0
10.0.2.15,68.67.153.95,1566,0.0
68.67.153.95,10.0.2.15,310,0.0
10.0.2.15,72.21.91.29,291,0.0
72.21.91.29,10.0.2.15,842,0.0
10.0.2.15,68.67.152.173,980,126.40680313110352
68.67.152.173,10.0.2.15,864,126.42493104934692
10.0.2.15,68.67.153.95,1571,126.42106485366821
68.67.153.95,10.0.2.15,315,126.42905402183533
10.0.2.15,68.67.152.110,985,0.0
68.67.152.110,10.0.2.15,864,0.0
10.0.2.15,68.67.176.20,1576,0.0
68.67.176.20,10.0.2.15,325,0.0
10.0.2.15,207.46.7.252,3110,0.0
207.46.7.252,10.0.2.15,232,0.0
10.0.2.15,68.67.152.110,980,144.7120430469513
68.67.152.110,10.0.2.15,864,144.71100115776062
10.0.2.15,68.67.176.20,1571,144.70808792114258
68.67.176.20,10.0.2.15,325,144.39004802703857
10.0.2.15,209.148.205.9,203,0.0
10.0.2.15,209.148.205.9,212,0.0003170967102050781
10.0.2.15,209.148.205.33,235,0.0
209.148.205.9,10.0.2.15,277,0.0
10.0.2.15,209.148.205.9,188,0.023973941802978516
209.148.205.9,10.0.2.15,208,0.0007350444793701172
209.148.205.33,10.0.2.15,335,0.0
209.148.205.9,10.0.2.15,236,0.029953956604003906
10.0.2.15,68.67.152.110,979,269.12986183166504
68.67.152.110,10.0.2.15,863,269.13092398643494
10.0.2.15,68.67.176.20,1570,269.1400361061096
68.67.176.20,10.0.2.15,243,269.1160190105438
10.0.2.15,209.148.205.32,219,0.0
10.0.2.15,209.148.205.32,219,0.04927182197570801
10.0.2.15,209.148.205.32,241,0.04897499084472656
209.148.205.32,10.0.2.15,582,0.0
10.0.2.15,68.67.152.110,980,300.8107671737671
68.67.152.110,10.0.2.15,864,300.80936884880066
10.0.2.15,68.67.176.20,1571,300.81117391586304
68.67.176.20,10.0.2.15,325,300.82374000549316
10.0.2.15,68.67.152.110,980,326.73610377311707
68.67.152.110,10.0.2.15,864,326.737065076828
10.0.2.15,68.67.176.20,1571,326.73247718811035
68.67.176.20,10.0.2.15,330,327.04497814178467
10.0.2.15,68.67.152.110,984,301.33661818504333
68.67.152.110,10.0.2.15,863,301.33559703826904
10.0.2.15,68.67.176.20,1575,301.3317868709564
68.67.176.20,10.0.2.15,248,301.0379798412323
10.0.2.15,68.67.152.110,985,300.88238883018494
68.67.152.110,10.0.2.15,864,300.8844609260559
10.0.2.15,68.67.176.20,1576,300.89618706703186
68.67.176.20,10.0.2.15,248,300.87579011917114
10.0.2.15,68.67.152.103,984,0.0
68.67.152.103,10.0.2.15,863,0.0
10.0.2.15,68.67.152.205,1575,0.0
68.67.152.205,10.0.2.15,330,0.0
10.0.2.15,68.67.152.103,985,302.67987990379333
68.67.152.103,10.0.2.15,864,302.68088579177856
10.0.2.15,68.67.152.205,1576,303.6001000404358
68.67.152.205,10.0.2.15,330,303.6628050804138
10.0.2.15,209.148.205.33,212,1959.7584228515625
10.0.2.15,209.148.205.33,203,0.00025010108947753906
209.148.205.33,10.0.2.15,209,1959.7590041160583
10.0.2.15,209.148.205.33,188,0.024554967880249023
209.148.205.33,10.0.2.15,201,0.0011639595031738281
10.0.2.15,23.194.223.54,281,0.0
10.0.2.15,209.148.205.33,235,0.022602081298828125
10.0.2.15,209.148.205.9,242,1959.7965619564056
209.148.205.33,10.0.2.15,319,0.02447795867919922
23.194.223.54,10.0.2.15,348,0.0
209.148.205.33,10.0.2.15,333,0.028629064559936523
209.148.205.9,10.0.2.15,1245,1959.7969748973846
