source_ip,destination_ip,packet_size,time_diff
131.202.240.87,207.241.239.206,422,0.0
207.241.239.206,131.202.240.87,225,0.0
131.202.240.87,207.241.239.206,413,48.00134205818176
207.241.239.206,131.202.240.87,217,48.000977993011475
131.202.240.87,23.21.105.199,1002,0.0
23.21.105.199,131.202.240.87,236,0.0
131.202.240.87,207.241.239.206,406,112.42144894599915
207.241.239.206,131.202.240.87,217,112.43474197387695
131.202.240.87,207.241.226.111,413,0.0
207.241.226.111,131.202.240.87,217,0.0
131.202.240.87,38.117.98.202,266,0.0
38.117.98.202,131.202.240.87,1232,0.0
131.202.240.87,38.117.98.202,273,9.717221975326538
38.117.98.202,131.202.240.87,1039,9.712759017944336
131.202.240.87,38.117.98.202,294,0.29883885383605957
38.117.98.202,131.202.240.87,575,0.2986018657684326
131.202.240.87,207.241.226.111,406,38.00101184844971
131.202.240.87,38.117.98.202,275,4.267899036407471
207.241.226.111,131.202.240.87,217,38.00082492828369
38.117.98.202,131.202.240.87,174,4.27011513710022
131.202.240.87,38.117.98.202,296,0.20109796524047852
38.117.98.202,131.202.240.87,575,0.19895482063293457
131.202.240.87,38.117.98.202,277,3.4775750637054443
38.117.98.202,131.202.240.87,870,3.477976083755493
131.202.240.87,38.117.98.202,277,0.4081079959869385
38.117.98.202,131.202.240.87,1054,0.4760398864746094
131.202.240.87,38.117.98.202,277,0.18248796463012695
38.117.98.202,131.202.240.87,1162,0.1174921989440918
131.202.240.87,38.117.98.202,277,0.34303903579711914
38.117.98.202,131.202.240.87,421,0.33951592445373535
131.202.240.87,38.117.98.202,279,0.595634937286377
38.117.98.202,131.202.240.87,521,0.5994079113006592
131.202.240.87,38.117.98.202,279,0.4625580310821533
38.117.98.202,131.202.240.87,515,0.4637291431427002
131.202.240.87,38.117.98.202,279,0.08219718933105469
38.117.98.202,131.202.240.87,604,0.07714486122131348
131.202.240.87,38.117.98.202,279,0.07668399810791016
38.117.98.202,131.202.240.87,772,0.0769350528717041
131.202.240.87,207.241.226.111,422,11.98740816116333
207.241.226.111,131.202.240.87,233,11.988316059112549
