source_ip,destination_ip,packet_size,time_diff
108.175.39.202,131.202.240.150,4054,0.0
131.202.240.150,108.175.39.202,729,0.0
108.175.39.202,131.202.240.150,4617,0.42096996307373047
131.202.240.150,108.175.39.202,729,0.42174315452575684
108.175.39.202,131.202.240.150,3879,0.3902919292449951
131.202.240.150,108.175.39.202,728,0.39082789421081543
131.202.240.150,108.175.39.202,727,0.8515129089355469
108.175.39.202,131.202.240.150,292,1.1942081451416016
131.202.240.150,108.175.39.202,729,0.3421151638031006
108.175.39.202,131.202.240.150,25359,0.7272028923034668
131.202.240.150,108.175.39.202,729,0.7305960655212402
108.175.39.202,131.202.240.150,4692,0.5480821132659912
131.202.240.150,108.175.39.202,729,0.548494815826416
108.175.39.202,131.202.240.150,3522,1.0865108966827393
131.202.240.150,108.175.39.202,727,1.0835590362548828
108.175.39.202,131.202.240.150,9175,0.22066712379455566
131.202.240.150,108.175.39.202,728,0.2218940258026123
108.175.39.202,131.202.240.150,9039,0.6532168388366699
131.202.240.150,108.175.39.202,730,0.651716947555542
108.175.39.202,131.202.240.150,214,0.4360921382904053
131.202.240.150,108.175.39.202,731,0.43564701080322266
108.175.39.202,131.202.240.150,6749,0.265103816986084
131.202.240.150,108.175.39.202,731,0.26309800148010254
108.175.39.202,131.202.240.150,5158,0.2571442127227783
131.202.240.150,108.175.39.202,727,0.2607080936431885
108.175.39.202,131.202.240.150,3079,0.1321558952331543
131.202.240.150,108.175.39.202,731,0.13225793838500977
108.175.39.202,131.202.240.150,420,0.2237999439239502
131.202.240.150,108.175.39.202,731,0.22321105003356934
108.175.39.202,131.202.240.150,2822,0.05243396759033203
131.202.240.150,108.175.39.202,730,0.052633047103881836
108.175.39.202,131.202.240.150,1628,0.05183601379394531
131.202.240.150,108.175.39.202,731,0.06764388084411621
108.175.39.202,131.202.240.150,2971,0.06600117683410645
131.202.240.150,108.175.39.202,729,0.1944890022277832
108.175.39.202,131.202.240.150,3814,0.23913788795471191
131.202.240.150,108.175.39.202,731,0.20035314559936523
108.175.39.202,131.202.240.150,1483,0.1556379795074463
131.202.240.150,108.175.39.202,731,0.20105600357055664
108.175.39.202,131.202.240.150,408,0.6217100620269775
131.202.240.150,108.175.39.202,730,0.46745896339416504
108.175.39.202,131.202.240.150,3446,0.33823585510253906
131.202.240.150,108.175.39.202,731,0.3400998115539551
108.175.39.202,131.202.240.150,3904,0.5106990337371826
131.202.240.150,108.175.39.202,729,0.5396389961242676
108.175.39.202,131.202.240.150,454,0.12243795394897461
131.202.240.150,108.175.39.202,731,0.09508609771728516
108.175.39.202,131.202.240.150,2999,0.3966250419616699
131.202.240.150,108.175.39.202,731,0.39400696754455566
