src_ip,dest_ip,pkt_size,time_diff,original_class
131.202.240.150,184.29.105.115,409,0.23622798919677734,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.22883200645446777,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.17090392112731934,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.2001791000366211,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1999979019165039,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1993730068206787,tunneled http traffic
131.202.240.150,184.29.105.115,403,8.86910104751587,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.06768012046813965,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07187604904174805,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06489396095275879,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06134295463562012,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1608579158782959,tunneled http traffic
131.202.240.150,184.29.105.115,403,187.8671360015869,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.15594816207885742,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06136488914489746,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.05310201644897461,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.05478405952453613,tunneled http traffic
131.202.240.150,184.29.105.115,403,0.21381783485412598,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.12564516067504883,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.10925483703613281,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06587815284729004,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.05712294578552246,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06547808647155762,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06554079055786133,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07481718063354492,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07146382331848145,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07032418251037598,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07260990142822266,tunneled http traffic
131.202.240.150,184.29.105.115,403,146.7874400615692,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.08198404312133789,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0981438159942627,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0740511417388916,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07292985916137695,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0569310188293457,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06788015365600586,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07132482528686523,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.05800318717956543,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.09202098846435547,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1044778823852539,tunneled http traffic
131.202.240.150,184.29.105.115,403,172.99512004852295,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.07203888893127441,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.11740708351135254,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06916093826293945,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07009315490722656,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07046890258789062,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1068871021270752,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06447601318359375,tunneled http traffic
131.202.240.150,184.29.105.115,403,276.05049180984497,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.07096505165100098,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0723421573638916,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0661318302154541,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06554698944091797,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06756114959716797,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06597590446472168,tunneled http traffic
131.202.240.150,184.29.105.115,403,268.78439712524414,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.09368491172790527,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07317709922790527,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.07414698600769043,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.08397698402404785,tunneled http traffic
131.202.240.150,184.29.105.115,403,204.88362789154053,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.08695507049560547,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.09127688407897949,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0769660472869873,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.05884099006652832,tunneled http traffic
131.202.240.150,184.29.105.115,403,223.99830198287964,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.08456110954284668,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.10657691955566406,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.09957504272460938,tunneled http traffic
131.202.240.150,184.29.105.115,403,156.0951850414276,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.11165785789489746,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.08032917976379395,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.0602109432220459,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06746196746826172,tunneled http traffic
131.202.240.150,184.29.105.115,403,174.69126296043396,tunneled http traffic
131.202.240.150,184.29.105.115,409,0.10494804382324219,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.1361548900604248,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.08219218254089355,tunneled http traffic
131.202.240.150,184.29.105.115,410,0.06301498413085938,tunneled http traffic
