src_ip,dest_ip,pkt_size,time_diff,original_class
198.8.70.98,131.202.240.101,105,18.429085969924927,regular http traffic
198.8.70.98,131.202.240.101,103,18.814815044403076,regular http traffic
198.8.70.98,131.202.240.101,200,1.539590835571289,regular http traffic
198.8.70.98,131.202.240.101,183,21.442605018615723,regular http traffic
198.8.70.98,131.202.240.101,182,19.074574947357178,regular http traffic
198.8.70.98,131.202.240.101,84,1.2859420776367188,regular http traffic
198.8.70.98,131.202.240.101,102,21.445302963256836,regular http traffic
198.8.70.98,131.202.240.101,103,40.10113716125488,regular http traffic
198.8.70.98,131.202.240.101,184,84.23364281654358,regular http traffic
198.8.70.98,131.202.240.101,302,21.40284514427185,regular http traffic
198.8.70.98,131.202.240.101,102,21.024066925048828,regular http traffic
