src_ip,dest_ip,original_class,z_n,s_n,new_class
10.8.8.130,207.241.227.188,tunneling http trafficc,9.384877613514862e-05,2.098633267882848e-94,regular http traffic
10.8.8.130,207.241.236.176,tunneling http trafficc,7.141235142569565e-05,2.4327637501973257e-94,regular http traffic
10.8.8.138,185.2.220.137,tunneling http trafficc,0.00017529727348168731,1.0700106334840736e-94,regular http traffic
10.8.8.138,24.156.130.203,tunneling http trafficc,0.00012209203188733473,2.2884684194235762e-94,regular http traffic
185.2.220.137,10.8.8.138,tunneling http trafficc,0.00017470775423541744,1.755287321785976e-94,regular http traffic
207.241.227.212,10.8.8.130,tunneling http trafficc,7.286766135280609e-05,2.466869764774179e-94,regular http traffic
207.241.227.82,10.8.8.130,tunneling http trafficc,7.263957170068893e-05,2.532957187210209e-94,regular http traffic
207.241.228.122,10.8.8.130,tunneling http trafficc,7.286766135280609e-05,2.609204763327256e-94,regular http traffic
207.241.236.176,10.8.8.130,tunneling http trafficc,6.550910813557974e-05,2.6827116580313695e-94,regular http traffic
207.241.237.128,10.8.8.130,tunneling http trafficc,6.836482474921314e-05,2.3438904482593062e-94,regular http traffic
