src_ip,dest_ip,original_class,z_n,s_n,new_class
10.8.8.130,207.241.227.188,tunneling http trafficc,9.338949380991784e-05,3.280774233177724e-95,regular http traffic
10.8.8.130,207.241.227.212,tunneling http trafficc,6.877705639678761e-05,3.800004445393507e-95,regular http traffic
10.8.8.130,207.241.227.82,tunneling http trafficc,8.874369554444749e-05,3.3164441657055216e-95,regular http traffic
10.8.8.130,207.241.228.122,tunneling http trafficc,8.817123666112901e-05,3.2777715945878365e-95,regular http traffic
10.8.8.130,207.241.236.176,tunneling http trafficc,7.255380415850587e-05,3.734984010113541e-95,regular http traffic
10.8.8.130,207.241.237.128,tunneling http trafficc,8.874369554444749e-05,3.20314811465082e-95,regular http traffic
10.8.8.138,185.2.220.137,tunneling http trafficc,0.0001743494590184369,1.668848959916518e-95,regular http traffic
10.8.8.138,24.156.130.203,tunneling http trafficc,0.00011572423155309476,2.7785343145523483e-95,regular http traffic
185.2.220.137,10.8.8.138,tunneling http trafficc,8.15373638687632e-05,2.636567664103615e-95,regular http traffic
207.241.227.188,10.8.8.130,tunneling http trafficc,0.00014498795514748274,2.5725015972116535e-95,regular http traffic
207.241.227.212,10.8.8.130,tunneling http trafficc,0.00015745575675948337,2.6375048125804485e-95,regular http traffic
207.241.227.82,10.8.8.130,tunneling http trafficc,0.00013894772553382467,2.466587397513067e-95,regular http traffic
207.241.228.122,10.8.8.130,tunneling http trafficc,7.195694187054827e-05,3.838461080161172e-95,regular http traffic
207.241.236.176,10.8.8.130,tunneling http trafficc,7.332487457339357e-05,4.194434497548297e-95,regular http traffic
207.241.237.128,10.8.8.130,tunneling http trafficc,0.00014320732395428637,2.2274117770229338e-95,regular http traffic
24.156.130.203,10.8.8.138,tunneling http trafficc,5.5876173628357993e-05,3.354337981366682e-95,regular http traffic
