src_ip,dest_ip,pkt_size,time_diff,original_class
24.156.130.203,10.8.8.138,948,0.7559680938720703,tunneled http traffic
24.156.130.203,10.8.8.138,952,0.7721140384674072,tunneled http traffic
24.156.130.203,10.8.8.138,996,0.5861639976501465,tunneled http traffic
24.156.130.203,10.8.8.138,292,1.3768310546875,tunneled http traffic
24.156.130.203,10.8.8.138,76,1.988867998123169,tunneled http traffic
24.156.130.203,10.8.8.138,1276,0.5897929668426514,tunneled http traffic
24.156.130.203,10.8.8.138,416,0.7179098129272461,tunneled http traffic
24.156.130.203,10.8.8.138,288,0.578045129776001,tunneled http traffic
24.156.130.203,10.8.8.138,1136,0.33890509605407715,tunneled http traffic
24.156.130.203,10.8.8.138,255,11.217607975006104,tunneled http traffic
24.156.130.203,10.8.8.138,695,0.804858922958374,tunneled http traffic
24.156.130.203,10.8.8.138,227,0.8137359619140625,tunneled http traffic
24.156.130.203,10.8.8.138,407,0.8209600448608398,tunneled http traffic
24.156.130.203,10.8.8.138,1232,0.6745491027832031,tunneled http traffic
24.156.130.203,10.8.8.138,915,0.8181698322296143,tunneled http traffic
24.156.130.203,10.8.8.138,836,0.8110101222991943,tunneled http traffic
24.156.130.203,10.8.8.138,671,0.6574230194091797,tunneled http traffic
24.156.130.203,10.8.8.138,903,0.8123049736022949,tunneled http traffic
24.156.130.203,10.8.8.138,267,0.6690459251403809,tunneled http traffic
24.156.130.203,10.8.8.138,1152,0.24135899543762207,tunneled http traffic
24.156.130.203,10.8.8.138,1283,299.70030212402344,tunneled http traffic
24.156.130.203,10.8.8.138,700,3.434952974319458,tunneled http traffic
24.156.130.203,10.8.8.138,1288,0.4597289562225342,tunneled http traffic
24.156.130.203,10.8.8.138,748,0.4640979766845703,tunneled http traffic
24.156.130.203,10.8.8.138,220,0.4804260730743408,tunneled http traffic
24.156.130.203,10.8.8.138,1036,0.47684383392333984,tunneled http traffic
24.156.130.203,10.8.8.138,140,0.4769740104675293,tunneled http traffic
24.156.130.203,10.8.8.138,868,0.49130797386169434,tunneled http traffic
24.156.130.203,10.8.8.138,188,0.49427199363708496,tunneled http traffic
24.156.130.203,10.8.8.138,1088,0.233687162399292,tunneled http traffic
24.156.130.203,10.8.8.138,159,0.8472979068756104,tunneled http traffic
24.156.130.203,10.8.8.138,1279,0.4785630702972412,tunneled http traffic
24.156.130.203,10.8.8.138,1124,0.4716179370880127,tunneled http traffic
24.156.130.203,10.8.8.138,668,0.5021240711212158,tunneled http traffic
24.156.130.203,10.8.8.138,436,0.4732189178466797,tunneled http traffic
24.156.130.203,10.8.8.138,187,0.5037491321563721,tunneled http traffic
24.156.130.203,10.8.8.138,464,0.474931001663208,tunneled http traffic
24.156.130.203,10.8.8.138,532,0.5137569904327393,tunneled http traffic
24.156.130.203,10.8.8.138,856,2.4493680000305176,tunneled http traffic
24.156.130.203,10.8.8.138,1177,0.5406949520111084,tunneled http traffic
24.156.130.203,10.8.8.138,168,0.4769299030303955,tunneled http traffic
24.156.130.203,10.8.8.138,744,0.48246312141418457,tunneled http traffic
24.156.130.203,10.8.8.138,690,0.30071496963500977,tunneled http traffic
24.156.130.203,10.8.8.138,215,261.1625769138336,tunneled http traffic
24.156.130.203,10.8.8.138,84,0.470289945602417,tunneled http traffic
24.156.130.203,10.8.8.138,396,0.4777710437774658,tunneled http traffic
24.156.130.203,10.8.8.138,344,0.47898316383361816,tunneled http traffic
24.156.130.203,10.8.8.138,960,0.48288393020629883,tunneled http traffic
24.156.130.203,10.8.8.138,1240,0.4704890251159668,tunneled http traffic
24.156.130.203,10.8.8.138,1256,0.242279052734375,tunneled http traffic
24.156.130.203,10.8.8.138,751,338.14833784103394,tunneled http traffic
24.156.130.203,10.8.8.138,516,1.4662411212921143,tunneled http traffic
24.156.130.203,10.8.8.138,516,0.4786720275878906,tunneled http traffic
24.156.130.203,10.8.8.138,1336,0.46452879905700684,tunneled http traffic
24.156.130.203,10.8.8.138,1216,0.6806981563568115,tunneled http traffic
24.156.130.203,10.8.8.138,980,0.6523580551147461,tunneled http traffic
24.156.130.203,10.8.8.138,260,0.6525838375091553,tunneled http traffic
24.156.130.203,10.8.8.138,624,0.46726202964782715,tunneled http traffic
24.156.130.203,10.8.8.138,1188,0.23531413078308105,tunneled http traffic
24.156.130.203,10.8.8.138,715,379.3226549625397,tunneled http traffic
24.156.130.203,10.8.8.138,803,0.877147912979126,tunneled http traffic
24.156.130.203,10.8.8.138,920,1.2448580265045166,tunneled http traffic
24.156.130.203,10.8.8.138,540,1.799048900604248,tunneled http traffic
24.156.130.203,10.8.8.138,1100,1.6787521839141846,tunneled http traffic
24.156.130.203,10.8.8.138,208,1.9728209972381592,tunneled http traffic
24.156.130.203,10.8.8.138,72,1.6140918731689453,tunneled http traffic
24.156.130.203,10.8.8.138,1056,1.6714489459991455,tunneled http traffic
24.156.130.203,10.8.8.138,1148,1.678406000137329,tunneled http traffic
24.156.130.203,10.8.8.138,868,1.6383581161499023,tunneled http traffic
24.156.130.203,10.8.8.138,1048,1.695375919342041,tunneled http traffic
24.156.130.203,10.8.8.138,300,1.97422194480896,tunneled http traffic
24.156.130.203,10.8.8.138,1052,2.0627830028533936,tunneled http traffic
24.156.130.203,10.8.8.138,1032,0.5453879833221436,tunneled http traffic
24.156.130.203,10.8.8.138,1240,158.75824809074402,tunneled http traffic
24.156.130.203,10.8.8.138,524,0.8863620758056641,tunneled http traffic
24.156.130.203,10.8.8.138,832,0.6731140613555908,tunneled http traffic
24.156.130.203,10.8.8.138,680,0.6699128150939941,tunneled http traffic
24.156.130.203,10.8.8.138,1068,0.6607711315155029,tunneled http traffic
24.156.130.203,10.8.8.138,324,0.6606168746948242,tunneled http traffic
24.156.130.203,10.8.8.138,540,0.6469900608062744,tunneled http traffic
24.156.130.203,10.8.8.138,556,0.24817490577697754,tunneled http traffic
24.156.130.203,10.8.8.138,840,239.85616302490234,tunneled http traffic
24.156.130.203,10.8.8.138,448,0.4674360752105713,tunneled http traffic
24.156.130.203,10.8.8.138,1212,0.4574270248413086,tunneled http traffic
24.156.130.203,10.8.8.138,544,0.472728967666626,tunneled http traffic
24.156.130.203,10.8.8.138,1248,0.456571102142334,tunneled http traffic
24.156.130.203,10.8.8.138,232,0.5014739036560059,tunneled http traffic
24.156.130.203,10.8.8.138,776,0.4612390995025635,tunneled http traffic
24.156.130.203,10.8.8.138,268,0.5029788017272949,tunneled http traffic
24.156.130.203,10.8.8.138,664,0.9321060180664062,tunneled http traffic
24.156.130.203,10.8.8.138,1312,294.12593817710876,tunneled http traffic
24.156.130.203,10.8.8.138,720,0.464447021484375,tunneled http traffic
24.156.130.203,10.8.8.138,676,0.49651479721069336,tunneled http traffic
24.156.130.203,10.8.8.138,1212,0.45476818084716797,tunneled http traffic
24.156.130.203,10.8.8.138,176,0.4562838077545166,tunneled http traffic
24.156.130.203,10.8.8.138,204,0.4565391540527344,tunneled http traffic
24.156.130.203,10.8.8.138,748,0.902899980545044,tunneled http traffic
24.156.130.203,10.8.8.138,524,32.636784076690674,tunneled http traffic
24.156.130.203,10.8.8.138,1064,0.5219478607177734,tunneled http traffic
24.156.130.203,10.8.8.138,388,0.5962159633636475,tunneled http traffic
24.156.130.203,10.8.8.138,1344,0.5865991115570068,tunneled http traffic
24.156.130.203,10.8.8.138,452,0.5978028774261475,tunneled http traffic
24.156.130.203,10.8.8.138,932,0.6008169651031494,tunneled http traffic
24.156.130.203,10.8.8.138,216,0.35901308059692383,tunneled http traffic
24.156.130.203,10.8.8.138,512,6.786279916763306,tunneled http traffic
24.156.130.203,10.8.8.138,264,0.4867360591888428,tunneled http traffic
24.156.130.203,10.8.8.138,572,0.48480701446533203,tunneled http traffic
24.156.130.203,10.8.8.138,436,0.5139520168304443,tunneled http traffic
24.156.130.203,10.8.8.138,1344,0.48426198959350586,tunneled http traffic
24.156.130.203,10.8.8.138,1218,0.5006520748138428,tunneled http traffic
24.156.130.203,10.8.8.138,668,0.2351210117340088,tunneled http traffic
24.156.130.203,10.8.8.138,508,173.84075284004211,tunneled http traffic
24.156.130.203,10.8.8.138,816,0.46311402320861816,tunneled http traffic
24.156.130.203,10.8.8.138,1124,0.46610403060913086,tunneled http traffic
24.156.130.203,10.8.8.138,272,0.4601140022277832,tunneled http traffic
24.156.130.203,10.8.8.138,580,0.4554710388183594,tunneled http traffic
24.156.130.203,10.8.8.138,888,0.45601391792297363,tunneled http traffic
24.156.130.203,10.8.8.138,344,1.1120500564575195,tunneled http traffic
24.156.130.203,10.8.8.138,652,0.4705619812011719,tunneled http traffic
24.156.130.203,10.8.8.138,960,0.46398115158081055,tunneled http traffic
24.156.130.203,10.8.8.138,68,1.650221824645996,tunneled http traffic
24.156.130.203,10.8.8.138,376,0.6698160171508789,tunneled http traffic
24.156.130.203,10.8.8.138,684,0.6739239692687988,tunneled http traffic
24.156.130.203,10.8.8.138,1140,0.6635921001434326,tunneled http traffic
24.156.130.203,10.8.8.138,116,0.22382807731628418,tunneled http traffic
24.156.130.203,10.8.8.138,1336,0.6267309188842773,tunneled http traffic
24.156.130.203,10.8.8.138,180,0.4917869567871094,tunneled http traffic
24.156.130.203,10.8.8.138,708,0.4676790237426758,tunneled http traffic
24.156.130.203,10.8.8.138,304,0.46213507652282715,tunneled http traffic
24.156.130.203,10.8.8.138,344,0.47397685050964355,tunneled http traffic
24.156.130.203,10.8.8.138,220,0.46276307106018066,tunneled http traffic
24.156.130.203,10.8.8.138,1140,0.4690520763397217,tunneled http traffic
24.156.130.203,10.8.8.138,716,0.46796488761901855,tunneled http traffic
24.156.130.203,10.8.8.138,1136,0.24756598472595215,tunneled http traffic
24.156.130.203,10.8.8.138,104,169.58941102027893,tunneled http traffic
24.156.130.203,10.8.8.138,168,0.4756309986114502,tunneled http traffic
24.156.130.203,10.8.8.138,944,1.3729469776153564,tunneled http traffic
24.156.130.203,10.8.8.138,864,0.4621469974517822,tunneled http traffic
24.156.130.203,10.8.8.138,740,0.4490621089935303,tunneled http traffic
24.156.130.203,10.8.8.138,348,437.80291986465454,tunneled http traffic
24.156.130.203,10.8.8.138,584,1.586611032485962,tunneled http traffic
24.156.130.203,10.8.8.138,1308,0.45264697074890137,tunneled http traffic
24.156.130.203,10.8.8.138,642,242.97066617012024,tunneled http traffic
24.156.130.203,10.8.8.138,400,0.4743030071258545,tunneled http traffic
24.156.130.203,10.8.8.138,860,0.2444009780883789,tunneled http traffic
24.156.130.203,10.8.8.138,232,170.54723501205444,tunneled http traffic
24.156.130.203,10.8.8.138,540,0.4691429138183594,tunneled http traffic
24.156.130.203,10.8.8.138,1360,0.46262598037719727,tunneled http traffic
