source_ip,dest_ip,packet_size,time_diff
10.10.6.233,139.162.244.116,551,0
10.10.6.233,45.32.151.183,549,0
139.162.244.116,10.10.6.233,70,0
45.32.151.183,10.10.6.233,70,0
10.10.6.233,45.32.185.50,548,0
10.10.6.233,23.239.10.26,548,0
45.32.185.50,10.10.6.233,70,0
10.10.6.233,104.238.165.72,550,0
10.10.6.233,45.63.68.166,548,0
10.10.6.233,173.255.220.148,551,0
10.10.6.233,173.230.156.102,551,0
10.10.6.233,104.238.152.130,551,0
10.10.6.233,45.76.64.95,547,0
23.239.10.26,10.10.6.233,70,0
10.10.6.233,139.162.244.116,73,0.17165600000043924
10.10.6.233,45.32.151.183,73,0.16878400000041438
45.32.151.183,10.10.6.233,69,0.1505170000000362
139.162.244.116,10.10.6.233,69,0.16484800000034738
45.63.68.166,10.10.6.233,70,0
104.238.165.72,10.10.6.233,70,0
10.10.6.233,23.239.10.26,73,0.17317499999990105
10.10.6.233,45.56.113.131,549,0
10.10.6.233,45.76.67.59,547,0
10.10.6.233,45.32.151.183,73,0.07451300000047922
10.10.6.233,139.162.244.116,73,0.07736199999999371
173.255.220.148,10.10.6.233,70,0
10.10.6.233,104.238.165.72,73,0.17111499999919033
173.230.156.102,10.10.6.233,70,0
45.32.151.183,10.10.6.233,69,0.08896099999947182
10.10.6.233,45.63.26.156,548,0
139.162.244.116,10.10.6.233,69,0.08758099999977276
104.238.152.130,10.10.6.233,70,0
45.76.64.95,10.10.6.233,70,0
23.239.10.26,10.10.6.233,69,0.16179599999941274
10.10.6.233,173.255.220.148,73,0.19851699999981065
45.56.113.131,10.10.6.233,70,0
10.10.6.233,173.230.156.102,73,0.21076300000004267
10.10.6.233,45.32.151.183,73,0.10694599999987986
10.10.6.233,139.162.244.116,73,0.11189999999987776
10.10.6.233,104.238.152.130,73,0.21417699999983597
10.10.6.233,23.239.10.26,73,0.12357100000008359
10.10.6.233,45.56.113.131,73,0.12334899999950721
45.32.151.183,10.10.6.233,69,0.0867580000003727
139.162.244.116,10.10.6.233,69,0.08034899999984191
45.76.67.59,10.10.6.233,70,0
104.238.165.72,10.10.6.233,69,0.16810200000054465
10.10.6.233,45.32.151.183,73,0.07281899999998132
10.10.6.233,139.162.244.116,73,0.06549999999970169
10.10.6.233,45.76.67.59,73,0.18894900000032067
139.162.244.116,10.10.6.233,69,0.07256899999993038
45.32.151.183,10.10.6.233,69,0.0811969999995199
23.239.10.26,10.10.6.233,69,0.12976700000035635
45.56.113.131,10.10.6.233,69,0.1250610000006418
173.255.220.148,10.10.6.233,69,0.19827900000018417
10.10.6.233,104.238.165.72,73,0.19085700000050565
173.230.156.102,10.10.6.233,69,0.21004499999980908
10.10.6.233,139.162.244.116,73,0.07547599999998056
10.10.6.233,45.32.151.183,73,0.07582000000002154
10.10.6.233,23.239.10.26,73,0.1411229999994248
10.10.6.233,45.56.113.131,73,0.1411950000001525
10.10.6.233,173.255.220.148,73,0.1717610000005152
104.238.152.130,10.10.6.233,69,0.21816599999965547
45.32.151.183,10.10.6.233,69,0.0762910000003103
10.10.6.233,173.230.156.102,73,0.18011999999998807
10.10.6.233,104.238.152.130,73,0.17324699999971926
10.10.6.233,45.32.151.183,73,0.0325169999996433
139.162.244.116,10.10.6.233,69,0.09243200000037177
45.32.151.183,10.10.6.233,69,0.038338000000294414
10.10.6.233,139.162.244.116,73,0.07373000000006869
45.63.26.156,10.10.6.233,87,0
45.63.26.156,10.10.6.233,70,0.00011500000073283445
10.10.6.233,45.32.151.183,73,0.04495700000006764
23.239.10.26,10.10.6.233,69,0.1282759999994596
45.76.67.59,10.10.6.233,69,0.18936400000075082
104.238.165.72,10.10.6.233,69,0.18987599999945814
10.10.6.233,45.63.26.156,73,0.3147720000006302
10.10.6.233,23.239.10.26,73,0.09837599999991653
10.10.6.233,45.76.67.59,73,0.17366499999934604
45.56.113.131,10.10.6.233,69,0.14665299999978743
10.10.6.233,104.238.165.72,73,0.1319629999998142
45.32.151.183,10.10.6.233,69,0.042335999999522755
139.162.244.116,10.10.6.233,69,0.08058600000003935
10.10.6.233,45.56.113.131,73,0.12775800000054005
173.255.220.148,10.10.6.233,69,0.17318900000009307
10.10.6.233,45.32.151.183,73,0.06947800000034476
10.10.6.233,139.162.244.116,73,0.07461700000021665
45.32.151.183,10.10.6.233,69,0.07271500000024389
10.10.6.233,173.255.220.148,73,0.1818329999996422
10.10.6.233,45.32.151.183,73,0.036528999999973166
104.238.152.130,10.10.6.233,69,0.16941599999972823
173.230.156.102,10.10.6.233,69,0.19922399999995832
23.239.10.26,10.10.6.233,69,0.10976800000025833
139.162.244.116,10.10.6.233,69,0.07863799999995535
10.10.6.233,104.238.152.130,73,0.18353800000022602
10.10.6.233,173.230.156.102,73,0.18628300000000309
10.10.6.233,23.239.10.26,73,0.11892700000043988
10.10.6.233,139.162.244.116,73,0.06938499999978376
104.238.165.72,10.10.6.233,69,0.1320160000004762
45.56.113.131,10.10.6.233,69,0.12021800000002258
45.32.151.183,10.10.6.233,69,0.05314199999975244
10.10.6.233,104.238.165.72,73,0.14140000000043074
10.10.6.233,45.56.113.131,73,0.11414499999955297
10.10.6.233,45.32.151.183,73,0.05866399999922578
139.162.244.116,10.10.6.233,69,0.04831399999966379
10.10.6.233,139.162.244.116,73,0.032564000000093074
10.10.6.233,45.118.133.64,549,0
45.76.67.59,10.10.6.233,69,0.17298799999935
45.32.151.183,10.10.6.233,69,0.028237000000444823
10.10.6.233,45.76.67.59,73,0.17908800000077463
10.10.6.233,45.32.151.183,73,0.035497000000759726
139.162.244.116,10.10.6.233,69,0.03857400000015332
45.32.151.183,10.10.6.233,69,0.041221999999834225
23.239.10.26,10.10.6.233,69,0.1163090000000011
10.10.6.233,139.162.244.116,73,0.06341900000006717
10.10.6.233,45.32.151.183,73,0.03663499999947817
10.10.6.233,23.239.10.26,73,0.09708500000033382
173.255.220.148,10.10.6.233,69,0.1801900000000387
45.32.151.183,10.10.6.233,69,0.03381999999965046
45.56.113.131,10.10.6.233,69,0.11839299999974173
10.10.6.233,45.32.167.188,549,0
173.230.156.102,10.10.6.233,69,0.16567899999972724
104.238.152.130,10.10.6.233,69,0.18315100000017992
104.238.165.72,10.10.6.233,69,0.14797799999996641
139.162.244.116,10.10.6.233,69,0.08298800000011397
10.10.6.233,173.255.220.148,73,0.19052600000031816
10.10.6.233,45.32.151.183,73,0.05846000000019558
10.10.6.233,45.56.113.131,73,0.1306219999996756
10.10.6.233,173.230.156.102,73,0.15541400000074646
10.10.6.233,104.238.152.130,73,0.15704999999979918
10.10.6.233,104.238.165.72,73,0.1314039999997476
10.10.6.233,139.162.244.116,73,0.060024999999768625
10.10.6.233,45.63.26.156,72,0.2915290000000823
10.10.6.233,45.76.67.59,72,0.11242799999945419
10.10.6.233,173.255.220.148,72,0.01736499999969965
10.10.6.233,104.238.152.130,72,0.017436000000088825
10.10.6.233,173.230.156.102,72,0.017466999999669497
10.10.6.233,104.238.165.72,72,0.016754999999648135
10.10.6.233,45.56.113.131,72,0.017548000000715547
10.10.6.233,23.239.10.26,72,0.07580999999936466
45.32.151.183,10.10.6.233,69,0.055002000000058615
10.10.6.233,139.162.244.116,72,0.016747000000577827
10.10.6.233,45.32.151.183,72,0.01767699999982142
45.63.26.156,10.10.6.233,69,0.3149199999998018
23.239.10.26,10.10.6.233,69,0.0865830000002461
139.162.244.116,10.10.6.233,69,0.04666499999984808
45.76.67.59,10.10.6.233,69,0.18551100000058796
45.56.113.131,10.10.6.233,69,0.126484000000346
45.32.167.188,10.10.6.233,70,0
104.238.165.72,10.10.6.233,69,0.12599299999965297
173.255.220.148,10.10.6.233,69,0.19158299999980954
173.230.156.102,10.10.6.233,69,0.15652200000022276
104.238.152.130,10.10.6.233,69,0.15708300000005693
45.118.133.64,10.10.6.233,70,0
10.10.6.233,45.32.187.125,549,0
45.32.187.125,10.10.6.233,70,0
10.10.6.233,45.32.187.125,73,0.05507000000034168
10.10.6.233,45.32.187.125,117,9.299999965151073e-05
10.10.6.233,45.32.187.125,82,0.014965999999731139
45.32.187.125,10.10.6.233,69,0.034457999999176536
45.32.187.125,10.10.6.233,85,7.700000060140155e-05
45.32.187.125,10.10.6.233,1434,0.029351999999562395
45.32.187.125,10.10.6.233,270,0.00156299999980547
10.10.6.233,45.32.187.125,73,0.036533000000417815
45.32.187.125,10.10.6.233,69,0.018553000000792963
45.32.187.125,10.10.6.233,784,0.02992499999982101
45.32.187.125,10.10.6.233,732,0.030987000000095577
10.10.6.233,45.32.187.125,82,0.08267799999975978
45.32.187.125,10.10.6.233,744,0.044439999999667634
10.10.6.233,45.32.187.125,73,0.07242399999995541
45.32.187.125,10.10.6.233,881,0.03638599999976577
45.32.187.125,10.10.6.233,69,0.01624400000036985
10.10.6.233,45.32.187.125,82,0.026592000000164262
45.32.187.125,10.10.6.233,849,0.0211170000002312
10.10.6.233,45.32.187.125,73,0.03302799999983108
10.10.6.233,45.32.187.125,82,0.0017710000001898152
45.32.187.125,10.10.6.233,838,0.04001499999958469
45.32.187.125,10.10.6.233,69,0.012373000000479806
45.32.187.125,10.10.6.233,765,0.02838499999961641
10.10.6.233,45.32.187.125,73,0.09044799999992392
10.10.6.233,45.32.187.125,82,0.0004980000003342866
45.32.187.125,10.10.6.233,823,0.042801999999937834
45.32.187.125,10.10.6.233,69,0.015056999999615073
45.32.187.125,10.10.6.233,846,0.0230360000005021
10.10.6.233,45.32.187.125,73,0.059527999999772874
10.10.6.233,45.32.187.125,82,2.89999998130952e-05
45.32.187.125,10.10.6.233,69,0.029755999999906635
10.10.6.233,45.32.187.125,73,0.033989000000474334
10.10.6.233,45.32.187.125,82,0.0004689999996116967
45.32.187.125,10.10.6.233,862,0.02589299999999639
45.32.187.125,10.10.6.233,69,0.011781000000155473
10.10.6.233,45.32.187.125,73,0.03923399999985122
10.10.6.233,45.32.187.125,82,0.0006040000007487833
45.32.187.125,10.10.6.233,779,0.02801499999986845
45.32.187.125,10.10.6.233,69,0.013222999999925378
10.10.6.233,45.32.187.125,82,0.0338659999997617
45.32.187.125,10.10.6.233,829,0.04154300000027433
10.10.6.233,45.32.187.125,73,0.03797899999972287
10.10.6.233,45.32.187.125,82,0.0027890000001207227
45.32.187.125,10.10.6.233,769,0.031582999999955064
45.32.187.125,10.10.6.233,69,0.00866299999961484
10.10.6.233,45.32.187.125,73,0.03830000000016298
10.10.6.233,45.32.187.125,82,2.5999999706982635e-05
45.32.187.125,10.10.6.233,845,0.032140000000254076
10.10.6.233,45.32.187.125,82,0.03332399999999325
45.32.187.125,10.10.6.233,69,0.017734000000018568
45.32.187.125,10.10.6.233,789,0.018893999999818334
10.10.6.233,45.32.187.125,73,0.03272000000015396
10.10.6.233,45.32.187.125,82,0.0009220000001732842
10.10.6.233,45.32.187.125,82,0.03332299999965471
45.32.187.125,10.10.6.233,845,0.0427030000000741
45.32.187.125,10.10.6.233,69,0.009525999999823398
45.32.187.125,10.10.6.233,788,0.03254999999990105
45.32.187.125,10.10.6.233,779,0.03665700000055949
10.10.6.233,45.32.187.125,73,0.10237000000051921
10.10.6.233,45.32.187.125,82,0.0010029999994003447
45.32.187.125,10.10.6.233,858,0.04526299999997718
45.32.187.125,10.10.6.233,69,0.010968999999931839
10.10.6.233,45.32.187.125,73,0.056564000000435044
10.10.6.233,45.32.187.125,82,0.0008069999994404498
45.32.187.125,10.10.6.233,866,0.024053999999523512
45.32.187.125,10.10.6.233,69,0.01573400000052061
10.10.6.233,45.32.187.125,73,0.04098299999986921
10.10.6.233,45.32.187.125,82,0.0006030000004102476
45.32.187.125,10.10.6.233,789,0.027162999999745807
45.32.187.125,10.10.6.233,69,0.013861999999789987
10.10.6.233,45.32.187.125,73,0.03710099999989325
45.32.187.125,10.10.6.233,786,0.028157000000646804
10.10.6.233,45.32.187.125,82,0.021181000000069616
45.32.187.125,10.10.6.233,69,0.016585999999733758
10.10.6.233,45.32.187.125,73,0.02322199999980512
45.32.187.125,10.10.6.233,800,0.01833699999951932
10.10.6.233,45.32.187.125,82,0.005805000000691507
45.32.187.125,10.10.6.233,69,0.017471000000114145
10.10.6.233,45.32.187.125,73,0.027132999999594176
45.32.187.125,10.10.6.233,858,0.022845999999844935
10.10.6.233,45.32.187.125,82,0.013605000000097789
45.32.187.125,10.10.6.233,69,0.009390000000166765
10.10.6.233,45.32.187.125,73,0.026045999999951164
45.32.187.125,10.10.6.233,798,0.030517000000145345
45.32.187.125,10.10.6.233,69,0.010310000000572472
10.10.6.233,45.32.187.125,82,0.02063799999996263
10.10.6.233,45.32.187.125,73,0.02804199999991397
45.32.187.125,10.10.6.233,775,0.032160999999177875
10.10.6.233,45.32.187.125,82,0.003515000000334112
45.32.187.125,10.10.6.233,69,0.015347000000474509
10.10.6.233,45.32.187.125,73,0.03504699999939476
10.10.6.233,45.32.187.125,82,0.0006590000002688612
45.32.187.125,10.10.6.233,776,0.03286500000012893
45.32.187.125,10.10.6.233,69,0.0062459999999191496
10.10.6.233,45.32.187.125,73,0.024218999999902735
10.10.6.233,45.32.187.125,82,0.012185999999928754
45.32.187.125,10.10.6.233,838,0.03132499999992433
45.32.187.125,10.10.6.233,69,0.00951100000020233
10.10.6.233,45.32.187.125,73,0.03639699999985169
10.10.6.233,45.32.187.125,82,0.006257000000005064
45.32.187.125,10.10.6.233,776,0.0256359999993947
45.32.187.125,10.10.6.233,69,0.008230000000367
10.10.6.233,45.32.187.125,73,0.02486700000008568
45.32.187.125,10.10.6.233,778,0.02864099999987957
10.10.6.233,45.32.187.125,82,0.029725000000325963
45.32.187.125,10.10.6.233,69,0.01369200000044657
10.10.6.233,45.32.187.125,73,0.03092300000025716
45.32.187.125,10.10.6.233,879,0.03060899999945832
45.32.187.125,10.10.6.233,69,0.017109000000345986
10.10.6.233,45.32.187.125,82,0.018452999999681197
45.32.187.125,10.10.6.233,855,0.020082000000002154
10.10.6.233,45.32.187.125,73,0.03356600000006438
10.10.6.233,45.32.187.125,82,0.0011699999995471444
45.32.187.125,10.10.6.233,780,0.03882900000007794
45.32.187.125,10.10.6.233,69,0.013780999999653432
10.10.6.233,45.32.187.125,73,0.03794900000048074
10.10.6.233,45.32.187.125,82,0.02849900000001071
45.32.187.125,10.10.6.233,771,0.031101000000489876
45.32.187.125,10.10.6.233,69,0.009524999999484862
10.10.6.233,45.32.187.125,73,0.029039000000011583
45.32.187.125,10.10.6.233,788,0.03126700000029814
10.10.6.233,45.32.187.125,82,0.016313000000081956
45.32.187.125,10.10.6.233,69,0.015623999999661464
45.32.187.125,10.10.6.233,921,0.018205000000307336
10.10.6.233,45.32.187.125,73,0.03380399999969086
45.32.187.125,10.10.6.233,69,0.02058099999976548
10.10.6.233,45.32.187.125,73,0.01855599999998958
45.32.187.125,10.10.6.233,815,0.019475000000056752
10.10.6.233,45.32.187.125,82,0.01964399999997113
45.32.187.125,10.10.6.233,69,0.009686999999757973
10.10.6.233,45.32.187.125,73,0.025090000000091095
10.10.6.233,45.32.187.125,82,0.021745000000009895
45.32.187.125,10.10.6.233,804,0.039831000000049244
45.32.187.125,10.10.6.233,69,0.016208000000005995
10.10.6.233,45.32.187.125,73,0.026010999999925843
45.32.187.125,10.10.6.233,814,0.014032000000042899
45.32.187.125,10.10.6.233,69,0.01164599999992788
10.10.6.233,45.32.187.125,73,0.018345000000408618
10.10.6.233,45.32.187.125,82,0.006902999999510939
45.32.187.125,10.10.6.233,69,0.01836600000024191
45.32.187.125,10.10.6.233,955,0.01576199999999517
10.10.6.233,45.32.187.125,73,0.02846300000055635
45.32.187.125,10.10.6.233,69,0.019535000000360014
10.10.6.233,45.32.187.125,82,0.021600000000034925
45.32.187.125,10.10.6.233,915,0.014675999999781197
10.10.6.233,45.32.187.125,73,0.03778299999976298
10.10.6.233,45.32.187.125,82,0.005605000000286964
45.32.187.125,10.10.6.233,854,0.04101799999989453
45.32.187.125,10.10.6.233,69,0.012123999999857915
10.10.6.233,45.32.187.125,73,0.03142200000002049
10.10.6.233,45.32.187.125,82,0.0005499999997482519
45.32.187.125,10.10.6.233,884,0.0302190000002156
10.10.6.233,45.32.187.125,82,0.029473999999936495
45.32.187.125,10.10.6.233,69,0.011010999999598425
10.10.6.233,45.32.187.125,73,0.028153000000202155
45.32.187.125,10.10.6.233,930,0.030054000000745873
45.32.187.125,10.10.6.233,69,0.016427999999905296
10.10.6.233,45.32.187.125,73,0.019279000000096858
10.10.6.233,45.32.187.125,82,0.016595999999481137
45.32.187.125,10.10.6.233,869,0.021093999999720836
45.32.187.125,10.10.6.233,69,0.009377000000313274
10.10.6.233,45.32.187.125,73,0.030252999999902386
10.10.6.233,45.32.187.125,82,0.0013900000003559398
45.32.187.125,10.10.6.233,872,0.030242999999245512
45.32.187.125,10.10.6.233,69,0.012580000000525615
10.10.6.233,45.32.187.125,73,0.02598500000021886
10.10.6.233,45.32.187.125,82,0.008308999999826483
45.32.187.125,10.10.6.233,69,0.020741000000271015
10.10.6.233,45.32.187.125,73,0.026793999999426887
45.32.187.125,10.10.6.233,865,0.016460999999253545
10.10.6.233,45.32.187.125,82,0.019897000000128173
45.32.187.125,10.10.6.233,69,0.02006100000016886
45.32.187.125,10.10.6.233,939,0.010584999999991851
10.10.6.233,45.32.187.125,73,0.027176999999937834
10.10.6.233,45.32.187.125,82,0.005995000000439177
45.32.187.125,10.10.6.233,873,0.042672000000493426
45.32.187.125,10.10.6.233,69,0.009680999999545747
10.10.6.233,45.32.187.125,73,0.031191000000035274
10.10.6.233,45.32.187.125,82,0.006970999999794003
45.32.187.125,10.10.6.233,69,0.019987000000583066
45.32.187.125,10.10.6.233,881,0.007817999999133463
10.10.6.233,45.32.187.125,73,0.02566099999967264
45.32.187.125,10.10.6.233,69,0.023372999999992317
10.10.6.233,45.32.187.125,82,0.026599000000715023
45.32.187.125,10.10.6.233,895,0.02182000000084372
10.10.6.233,45.32.187.125,73,0.02363199999945209
10.10.6.233,45.32.187.125,82,0.010653000000274915
45.32.187.125,10.10.6.233,963,0.03854299999966315
45.32.187.125,10.10.6.233,69,0.009280000000217115
10.10.6.233,45.32.187.125,73,0.0279499999996915
10.10.6.233,45.32.187.125,82,0.004866000000220083
45.32.187.125,10.10.6.233,887,0.032476999999744294
45.32.187.125,10.10.6.233,69,0.007851999999729742
10.10.6.233,45.32.187.125,73,0.03477999999995518
10.10.6.233,45.32.187.125,82,0.012144000000262167
45.32.187.125,10.10.6.233,889,0.02602000000024418
45.32.187.125,10.10.6.233,69,0.011529000000336964
10.10.6.233,45.32.187.125,73,0.03223299999990559
10.10.6.233,45.32.187.125,82,0.0036639999998442363
45.32.187.125,10.10.6.233,906,0.0294979999998759
45.32.187.125,10.10.6.233,69,0.012136999999711406
10.10.6.233,45.32.187.125,73,0.034333999999944353
10.10.6.233,45.32.187.125,82,0.0005090000004202011
45.32.187.125,10.10.6.233,970,0.030353000000104657
45.32.187.125,10.10.6.233,69,0.015244000000166125
10.10.6.233,45.32.187.125,73,0.04187999999976455
45.32.187.125,10.10.6.233,948,0.02771500000017113
