source_ip,destination_ip,packet_size,time_diff
10.10.6.233,45.32.149.32,548,0.0
10.10.6.233,108.61.165.142,550,0.0
10.10.6.233,45.32.144.252,549,0.0
108.61.165.142,10.10.6.233,70,0.0
45.32.144.252,10.10.6.233,70,0.0
45.32.149.32,10.10.6.233,70,0.0
10.10.6.233,139.162.165.185,551,0.0
10.10.6.233,45.56.123.206,549,0.0
10.10.6.233,45.63.71.59,547,0.0
10.10.6.233,107.191.50.159,550,0.0
10.10.6.233,192.81.134.125,550,0.0
10.10.6.233,45.79.144.76,548,0.0
10.10.6.233,104.207.159.50,550,0.0
10.10.6.233,45.32.94.17,547,0.0
139.162.165.185,10.10.6.233,70,0.0
45.79.144.76,10.10.6.233,70,0.0
45.63.71.59,10.10.6.233,70,0.0
107.191.50.159,10.10.6.233,70,0.0
45.56.123.206,10.10.6.233,87,0.0
45.56.123.206,10.10.6.233,70,1.1920928955078125e-05
10.10.6.233,139.162.12.17,549,0.0
192.81.134.125,10.10.6.233,70,0.0
10.10.6.233,45.79.144.76,73,0.1536719799041748
10.10.6.233,107.191.50.159,73,0.17919588088989258
10.10.6.233,45.56.123.206,73,0.1898510456085205
10.10.6.233,192.81.134.125,73,0.17118310928344727
10.10.6.233,45.76.105.174,549,0.0
104.207.159.50,10.10.6.233,70,0.0
45.32.94.17,10.10.6.233,70,0.0
45.79.144.76,10.10.6.233,69,0.15186309814453125
10.10.6.233,45.32.94.17,73,0.19158482551574707
10.10.6.233,45.79.144.76,73,0.09248208999633789
107.191.50.159,10.10.6.233,69,0.1791379451751709
45.56.123.206,10.10.6.233,69,0.17877507209777832
10.10.6.233,45.76.111.63,548,0.0
10.10.6.233,107.191.50.159,73,0.14088892936706543
192.81.134.125,10.10.6.233,69,0.16703414916992188
10.10.6.233,45.56.123.206,73,0.1561579704284668
45.79.144.76,10.10.6.233,69,0.09238195419311523
10.10.6.233,192.81.134.125,73,0.18832087516784668
139.162.12.17,10.10.6.233,70,0.0
